AGENCY #,AGENCY TITLE,CLASSIFICATION,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,$124896.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$124752.00
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,$124644.00
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,$124644.00
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,$124644.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$124605.00
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,$123792.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$123696.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$123648.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$123624.00
58030,OUS - Oregon State University,Specialist 1-Asst Gen Counsel,Other professionals,Full-Time,$123600.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$123540.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$123528.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$123255.00
58030,OUS - Oregon State University,Administrator 1-Res Ctr/Inst,Executive/Admin and managerial,Full-Time,$123228.00
58030,OUS - Oregon State University,Specialist 1-Physician,Other professionals,Full-Time,$123156.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$122448.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$122424.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$122280.00
58030,OUS - Oregon State University,Specialist 1-Physician,Other professionals,Full-Time,$121770.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$121608.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$121554.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$121092.00
58030,OUS - Oregon State University,Administrator 3-Pharmacy,Executive/Admin and managerial,Full-Time,$121056.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$121044.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$121041.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$120915.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$120828.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$120756.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$120648.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$120564.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$120528.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$120510.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$120504.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$120468.00
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,$120036.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$120006.00
58030,OUS - Oregon State University,Administrator 1-Ext Campus,Executive/Admin and managerial,Full-Time,$120000.00
58030,OUS - Oregon State University,Administrator 2-Counseling,Executive/Admin and managerial,Full-Time,$120000.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$120000.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$119988.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$119832.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$119808.00
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,$119724.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$119673.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$119616.00
58030,OUS - Oregon State University,Executive 3-Comm&Mktg,Executive/Admin and managerial,Full-Time,$119496.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$119496.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$119358.00
58030,OUS - Oregon State University,Specialist 1-R&D Engineer,Other professionals,Full-Time,$119250.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$119232.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$119196.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$119160.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$119137.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$118968.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$118944.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$118773.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$118719.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$118530.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$118515.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$118464.00
58030,OUS - Oregon State University,Specialist 2-Ext Relations,Other professionals,Full-Time,$118464.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$118458.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$118458.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$118458.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$118458.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$118458.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$118458.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$118458.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$118458.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$118449.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$118449.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$118449.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$118212.00
58030,OUS - Oregon State University,Specialist 1-Physician,Other professionals,Full-Time,$118116.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$118032.00
58030,OUS - Oregon State University,Administrator 2-Research,Executive/Admin and managerial,Full-Time,$118008.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$117936.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$117864.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$117852.00
58030,OUS - Oregon State University,Specialist 1 - End Chair,Faculty,Full-Time,$117846.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$117828.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$117624.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$117612.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$117540.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$117456.00
58030,OUS - Oregon State University,Administrator 1 - IT,Executive/Admin and managerial,Full-Time,$117324.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$117216.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$117036.00
58030,OUS - Oregon State University,Manager 1-R&D Program,Executive/Admin and managerial,Full-Time,$117000.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$117000.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$116991.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$116748.00
58030,OUS - Oregon State University,Administrator 2-Ten Assoc Dir,Executive/Admin and managerial,Full-Time,$116736.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$116724.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$116658.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$116412.00
58030,OUS - Oregon State University,Administrator 2-Faclt/Ops Dept,Executive/Admin and managerial,Full-Time,$116304.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$116148.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$115893.00
58030,OUS - Oregon State University,Specialist 1-Psychiatrist,Other professionals,Full-Time,$115862.00
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,$115800.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$115668.00
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,$115656.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$115632.00
58030,OUS - Oregon State University,Administrator 1-Univ Faclt/Ops,Executive/Admin and managerial,Full-Time,$115500.00
58030,OUS - Oregon State University,Executive 3-Conf Services,Executive/Admin and managerial,Full-Time,$115380.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$115362.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$115344.00
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,$115128.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$115044.00
58030,OUS - Oregon State University,Administrator 1-Student Servs,Executive/Admin and managerial,Full-Time,$115008.00
58030,OUS - Oregon State University,Administrator 2-Athletics Comp,Executive/Admin and managerial,Full-Time,$115008.00
58030,OUS - Oregon State University,Administrator 1-Acad Program 1,Executive/Admin and managerial,Full-Time,$114984.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$114975.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$114972.00
58030,OUS - Oregon State University,Administrator 1-Dining,Executive/Admin and managerial,Full-Time,$114936.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$114636.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$114636.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$114570.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$114528.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$114372.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$114102.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$113976.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$113892.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$113784.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$113676.00
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,$113568.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$113484.00
58030,OUS - Oregon State University,Administrator 3-Univ Faclt/Ops,Executive/Admin and managerial,Full-Time,$113388.00
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,$113334.00
58030,OUS - Oregon State University,Specialist 2-Ext Relations,Other professionals,Full-Time,$113316.00
58030,OUS - Oregon State University,Administrator 1-Registrar,Executive/Admin and managerial,Full-Time,$113316.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$113316.00
58030,OUS - Oregon State University,Specialist 1-Pharmacy,Other professionals,Full-Time,$113316.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$113310.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$113310.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$113301.00
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,$113292.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$113112.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$113085.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$113064.00
58030,OUS - Oregon State University,Specialist 2-Project Supt,Other professionals,Full-Time,$112992.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$112920.00
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,$112752.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$112536.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$112536.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$112284.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$112284.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$112203.00
58030,OUS - Oregon State University,Administrator 3-IT Architect,Other professionals,Full-Time,$112032.00
58030,OUS - Oregon State University,Administrator 1-Academic IT,Executive/Admin and managerial,Full-Time,$111924.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$111912.00
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,$111828.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$111708.00
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,$111612.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$111552.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$111504.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$111384.00
58030,OUS - Oregon State University,Administrator 1-Regional,Executive/Admin and managerial,Full-Time,$111300.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$111258.00
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,$111240.00
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,$111240.00
58030,OUS - Oregon State University,Administrator 3-Ext Relations,Executive/Admin and managerial,Full-Time,$111229.00
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,$111204.00
58030,OUS - Oregon State University,Administrator 1-Enroll Mgt,Executive/Admin and managerial,Full-Time,$111180.00
